X,Y,osm_id,code,fclass,year,
116.3750833,39.9414667,290597856,2301,restaurant,,
116.3075666,40.0311004,290597968,2001,police,2016,
116.307564,40.0311031,290597974,2004,post_box,2016,
116.367768,39.9459675,290598799,2901,toilet,2016,
116.3749999,39.9415836,290598899,2901,toilet,2016,
116.3816422,39.9342995,290599918,2901,toilet,2016,
116.3846033,39.9351173,290600018,2742,viewpoint,,
116.3289966,39.9911674,290600874,2303,cafe,2016,
116.3081911,40.0546249,290952837,2301,restaurant,,
116.3081212,40.0547075,290952840,2511,convenience,,
116.305169,40.037407,290953000,2511,convenience,2016,
116.3476379,39.973809,292592871,2742,viewpoint,,
115.8966446,40.512649,293036277,2742,viewpoint,2016,
115.8144324,40.5656662,293403765,2422,camp_site,2016,
116.3095871,39.9799227,294117071,2546,computer_shop,2016,
116.3712568,39.9662275,294119543,2524,outdoor_shop,2016,
116.3710349,39.9662243,294119553,2524,outdoor_shop,2016,
116.3708297,39.9662728,294119559,2524,outdoor_shop,2016,
116.4295881,39.9386279,294123517,2501,supermarket,2016,
116.4240147,39.9393061,294123545,2511,convenience,,
116.4146661,39.9394094,294123632,2301,restaurant,2016,
116.1987627,39.9930347,295350688,2511,convenience,,
116.1965487,39.9913364,295351140,2511,convenience,2016,
116.4080666,39.845918,296298336,2302,fast_food,2016,
116.2143131,39.8494109,296346488,2742,viewpoint,,
116.2164484,39.8495272,296346509,2742,viewpoint,,
116.2236103,39.8507042,296346557,2742,viewpoint,,
116.2129332,39.8490031,296346558,2742,viewpoint,,
116.2207769,39.8503658,296346725,2722,museum,,
116.2212839,39.8503006,296346923,2901,toilet,2016,
116.2233508,39.8506503,296346924,2303,cafe,,
116.2181247,39.8499197,296346932,2082,school,,
116.2178823,39.8498215,296346934,2005,post_office,2016,
116.2173672,39.8482082,296346935,2901,toilet,2016,
116.2233663,39.8493507,296346936,2736,battlefield,2016,
116.2244351,39.8495047,296346937,2901,toilet,2016,
116.2248859,39.8496604,296346938,2511,convenience,2016,
116.2229804,39.850585,296346942,2725,artwork,,
116.222385,39.8505689,296346952,2301,restaurant,,
116.3473013,40.0003212,297113664,2303,cafe,2016,
116.3636506,39.9828837,297113749,2301,restaurant,,
116.3635523,39.9834684,297113753,2301,restaurant,,
116.304321,40.0342229,297146870,2901,toilet,2016,
116.2574142,40.0301555,297147315,2742,viewpoint,2016,
116.2523052,40.027472,297147338,2742,viewpoint,2016,
116.2528937,40.0280606,297147340,2742,viewpoint,,
116.2509087,40.0288413,297147342,2742,viewpoint,,
116.2628541,40.0307246,297147367,2601,bank,2016,
116.2865141,40.0469293,297148046,2303,cafe,2016,
116.3389025,39.9761079,297407091,2401,hotel,2016,
116.3398105,39.9753695,297407376,2301,restaurant,2016,
116.3382603,39.9754621,297407444,2601,bank,2016,
116.3272952,39.9908687,312152357,2302,fast_food,2016,
116.3276597,39.9911317,312152376,2301,restaurant,2016,
116.3278572,39.99114,312152381,2301,restaurant,,
116.3281148,39.9911389,312152388,2301,restaurant,2016,
116.3273336,39.9910523,312152403,2301,restaurant,2016,
116.3274731,39.9911263,312152407,2301,restaurant,2016,
116.3302938,39.9917946,312152413,2302,fast_food,,
116.1962,39.9973,320894293,2724,memorial,2016,
116.1954818,39.9976682,320896296,2724,memorial,2016,
116.1959501,39.9971171,320896315,2724,memorial,2016,
116.1542342,39.9707356,320903773,2742,viewpoint,2016,
116.3002288,39.9180601,321422037,2721,attraction,,
116.3002288,39.9180601,321422037,2951,comms_tower,,
116.359877,39.903341,342799184,2721,attraction,2016,
116.359877,39.903341,342799184,2723,monument,2016,
116.2957466,39.9942815,365787748,2081,university,,
116.4392927,39.9350114,371015968,2501,supermarket,2016,
116.4322986,39.9326703,371024207,2501,supermarket,2016,
116.4451754,39.9327571,371024594,2302,fast_food,2016,
116.4490686,39.943153,374448850,2541,car_dealership,2016,
117.2852806,40.6586729,380333027,2950,tower,2016,
117.3023057,40.6579172,380333031,2950,tower,2016,
117.3083771,40.6572202,380333033,2950,tower,2016,
117.2718308,40.6654382,380333242,2950,tower,2016,
117.2431099,40.6768545,380377390,2950,tower,2016,
117.2457984,40.6776184,380377402,2950,tower,2016,
117.2508295,40.6788323,380377432,2950,tower,2016,
117.2511363,40.6791662,380377437,2950,tower,2016,
117.2527856,40.6801009,380378718,2950,tower,2016,
117.271816,40.6541368,380380372,2405,hostel,2016,
116.3184727,39.9974031,380423078,2602,atm,2016,
116.3191356,39.997566,380423079,2601,bank,2016,
116.309876,39.9971074,380424805,2566,bicycle_rental,2016,
116.3100734,39.9987775,380424847,2566,bicycle_rental,2016,
117.2537812,40.6796731,380630084,2950,tower,2016,
117.2726977,40.6532678,380645185,2721,attraction,,
117.2404254,40.6855579,380645187,2721,attraction,,
116.3119252,40.0007452,380739051,2401,hotel,,
116.3108673,40.0004206,380739168,2401,hotel,2016,
116.3160569,39.9995449,380739437,2401,hotel,2016,
116.3105841,39.9963638,380744190,2301,restaurant,2016,
116.313674,39.994733,380744293,2082,school,2016,
116.3174934,39.9908271,380769202,2301,restaurant,2016,
116.3177248,39.9907048,380769210,2301,restaurant,2016,
116.3263512,39.9917477,380769262,2301,restaurant,2016,
116.3191844,39.9981143,380769443,2511,convenience,2016,
116.3163003,40.0054043,380769581,2511,convenience,2016,
116.316161,40.00555,380770656,2301,restaurant,,
116.3182621,39.9980616,380770869,2005,post_office,2016,
116.3854644,39.9361594,383989254,2901,toilet,2016,
116.3834045,39.93791,383989264,2901,toilet,2016,
116.36956,39.9419703,384000255,2110,hospital,2016,
116.3826457,39.9333873,384011586,2723,monument,,
116.3887482,39.9370334,384017808,2901,toilet,2016,
116.4021102,39.9172454,384065070,2723,monument,,
116.3524757,39.9241128,384219256,2722,museum,2016,
116.3931893,39.8710548,385104945,2721,attraction,,
116.35494,39.9000369,390934200,2252,pitch,2016,
116.353112,39.903226,390934201,2252,pitch,2016,
116.3460317,39.9845146,395214553,2084,college,2016,
116.1499833,39.97595,398847152,2721,attraction,,
116.1512543,39.97685,398847466,2721,attraction,,
116.1654692,39.9737953,402450904,2901,toilet,2016,
116.193172,40.0111272,402451101,2721,attraction,,
116.5412853,40.0614854,415530061,2301,restaurant,2016,
116.481879,39.8770905,428835102,2505,department_store,2016,
116.3434746,39.9228612,428835496,2401,hotel,2016,
116.4803512,39.8766558,429610963,2505,department_store,2016,
116.4819133,39.8755228,429611181,2505,department_store,2016,
116.6558362,40.4934025,450247410,2721,attraction,2016,
116.5174173,40.4532492,480314866,2950,tower,2016,
116.5155058,40.4534753,480314877,2950,tower,2016,
116.5108843,40.4563274,480314910,2950,tower,2016,
116.6408719,40.324828,480317238,2501,supermarket,,
116.3728802,39.9432918,487262946,2405,hostel,2016,
116.2540333,40.0314667,487499402,2511,convenience,2016,
116.253002,40.0261667,487499620,2742,viewpoint,,
116.2568506,40.0322162,487499726,2742,viewpoint," Hong Kong""",2016
116.4510634,39.9316632,513233334,2401,hotel,2016,
116.448832,39.9328225,513237076,2302,fast_food,2016,
116.4489094,39.9328092,513237339,2303,cafe,2016,
116.4481455,39.9330396,513237820,2301,restaurant,2016,
116.4199233,39.9727093,513242312,2110,hospital,2016,
116.4180522,39.9721371,513243760,2001,police,2016,
116.3249566,39.9546062,513247293,2082,school,2016,
116.3441026,40.027928,528603381,2110,hospital,2016,
116.3905853,39.9200089,529665397,2721,attraction,2016,
116.3906404,39.9200103,529665398,2721,attraction,2016,
116.2333016,40.3082617,533521012,2723,monument,2016,
116.2167535,40.3231242,533527977,2723,monument,2016,
116.2170024,40.2945676,533538070,2721,attraction,2016,
116.2427945,40.29843,533545133,2721,attraction,2016,
116.3667937,39.9178658,533638163,2723,monument,2016,
116.2430215,39.992358,534615816,2721,attraction,2016,
116.7843763,40.4900424,534628465,2701,tourist_info,2016,
116.7788938,40.502318,534628587,2742,viewpoint,2016,
116.7816823,40.5018713,534628598,2901,toilet,2016,
116.7838829,40.4895755,534628600,2901,toilet,2016,
116.3937581,39.9205252,549374047,2721,attraction,,
116.391026,39.9123169,549604528,2722,museum,2016,
116.390582,39.9207755,549604689,2721,attraction,2016,
116.4097546,39.8821496,558638329,2721,attraction,,
116.4033169,39.8811412,558657943,2721,attraction,,
116.4016733,39.8811078,558657946,2721,attraction,,
116.3390204,40.4170519,560017688,2950,tower,2016,
116.3394724,40.4175422,560017743,2950,tower,2016,
116.3410467,40.4182661,560017868,2950,tower,2016,
116.3430947,40.4182027,560017916,2950,tower,2016,
116.347729,40.417944,560018326,2950,tower,2016,
116.3483938,40.4187466,560018409,2950,tower,2016,
116.3282121,40.4143027,560025577,2950,tower,2016,
116.3309318,40.4151654,560025663,2950,tower,2016,
116.3320894,40.4141335,560025684,2950,tower,2016,
116.3380063,40.4155782,560025781,2950,tower,2016,
116.3502178,40.4212643,560026421,2950,tower,2016,
116.3550362,40.4188425,560027956,2950,tower,2016,
116.3593123,40.418656,560027992,2950,tower,2016,
116.3605878,40.4189575,560028001,2950,tower,2016,
116.3678062,40.4203121,560038725,2950,tower,2016,
116.3724422,40.4224845,560038802,2950,tower,2016,
116.3187146,40.4165714,560039380,2950,tower,2016,
116.3193933,40.4156628,560039384,2950,tower,2016,
116.3206887,40.414438,560039389,2950,tower,2016,
116.3214641,40.414235,560039394,2950,tower,2016,
116.3219144,40.4140622,560039396,2950,tower,2016,
116.3241193,40.4142773,560039404,2950,tower,2016,
116.3255325,40.4142892,560039411,2950,tower,2016,
116.3263768,40.4143839,560039414,2950,tower,2016,
116.3133985,40.418685,560039742,2950,tower,2016,
116.3113825,40.4176183,560040721,2950,tower,2016,
116.2932742,40.4101028,560040740,2950,tower,2016,
116.2952937,40.4102746,560040763,2950,tower,2016,
116.2983555,40.4092216,560040839,2950,tower,2016,
116.2799683,40.4120891,560040878,2950,tower,2016,
116.2826096,40.4123614,560040887,2950,tower,2016,
116.292027,40.409834,560040914,2950,tower,2016,
116.2641152,40.4095009,560041768,2950,tower,2016,
116.2643188,40.4100162,560041772,2950,tower,2016,
116.265146,40.4099548,560041787,2950,tower,2016,
116.2713181,40.4080567,560041866,2950,tower,2016,
116.2723247,40.4082738,560041878,2950,tower,2016,
116.2737683,40.4094856,560041906,2950,tower,2016,
116.2751132,40.4103774,560041922,2950,tower,2016,
116.2621875,40.4070693,560041935,2950,tower,2016,
116.2616372,40.4064073,560041996,2950,tower,2016,
116.2388446,40.3951163,560043020,2950,tower,2016,
116.2392685,40.3952655,560043034,2950,tower,2016,
116.2403268,40.3957794,560043067,2950,tower,2016,
116.2435758,40.3970241,560043131,2950,tower,2016,
116.2528536,40.3968178,560043253,2950,tower,2016,
116.2533699,40.3981531,560043264,2950,tower,2016,
116.2550781,40.3998421,560043294,2950,tower,2016,
116.2558307,40.3999442,560043306,2950,tower,2016,
116.2565713,40.4004355,560043342,2950,tower,2016,
116.2571879,40.4016048,560043394,2950,tower,2016,
116.2579059,40.4027186,560043400,2950,tower,2016,
116.2576028,40.4041688,560043414,2950,tower,2016,
116.5681032,40.4291345,560060526,2950,tower,2016,
116.5698523,40.4296077,560060538,2950,tower,2016,
116.5727056,40.4321141,560060920,2950,tower,2016,
116.5736496,40.4332444,560060932,2950,tower,2016,
116.5749225,40.4343113,560060937,2950,tower,2016,
116.5775546,40.436648,560060969,2950,tower,2016,
116.5823383,40.4400722,560061288,2950,tower,2016,
116.5875024,40.4416087,560061323,2950,tower,2016,
116.5944771,40.4366278,560061749,2950,tower,2016,
116.5964901,40.4351313,560061768,2950,tower,2016,
116.6124122,40.4258933,560062950,2950,tower,2016,
116.6140002,40.4242388,560062976,2950,tower,2016,
116.6155992,40.4236709,560062982,2950,tower,2016,
116.6170671,40.423027,560062995,2950,tower,2016,
116.6196322,40.4235928,560063033,2950,tower,2016,
116.6206119,40.4239538,560063040,2950,tower,2016,
116.6226223,40.4225677,560063087,2950,tower,2016,
116.6294987,40.4231059,560063177,2950,tower,2016,
116.6660519,40.4487391,560065924,2950,tower,2016,
116.6765645,40.4516578,560066535,2950,tower,2016,
116.6780792,40.4509165,560066543,2950,tower,2016,
116.678307,40.4509611,560066544,2950,tower,2016,
116.6796134,40.4501028,560066550,2950,tower,2016,
116.6802664,40.4499317,560066551,2950,tower,2016,
116.6809313,40.4497383,560066553,2950,tower,2016,
116.6886575,40.4609811,560066751,2950,tower,2016,
116.6887932,40.4626016,560066759,2950,tower,2016,
116.6668038,40.4411923,560067217,2950,tower,2016,
116.6660297,40.4419773,560067222,2950,tower,2016,
116.6686418,40.4425483,560067231,2950,tower,2016,
116.6668915,40.4447513,560067240,2950,tower,2016,
116.6660946,40.4457146,560067245,2950,tower,2016,
116.660493,40.4394871,560067305,2950,tower,2016,
116.6493315,40.4398561,560067684,2950,tower,2016,
116.6413993,40.439762,560067719,2950,tower,2016,
116.6377514,40.4384305,560067741,2950,tower,2016,
116.5683335,40.4241202,560069155,2950,tower,2016,
116.5660484,40.4262508,560069180,2950,tower,2016,
116.1687534,39.9654745,567834331,2742,viewpoint,2016,
116.1695166,39.9631213,567834430,2721,attraction,,
116.1714947,39.9637728,567834431,2721,attraction,2016,
116.3170797,39.9637077,586468151,2303,cafe,2016,
116.3181419,39.962836,586468177,2301,restaurant,2016,
116.3178844,39.9628278,586468178,2301,restaurant,2016,
116.3182277,39.9630499,586468181,2301,restaurant,2016,
116.3192362,39.9663144,586469194,2301,restaurant,2016,
116.319204,39.9666597,586469195,2301,restaurant,2016,
116.3192255,39.9668489,586469196,2301,restaurant,2016,
116.3188071,39.9671038,586469197,2301,restaurant,2016,
116.3185818,39.9671202,586469200,2301,restaurant,2016,
116.3192148,39.9665035,586469201,2301,restaurant,2016,
116.3808164,39.8907613,598403556,2405,hostel,2016,
116.4447163,39.9328021,598799716,2501,supermarket,2016,
116.4392875,39.9400825,598799717,2302,fast_food,2016,
116.4321702,39.9326703,600238274,2302,fast_food,,
116.4474304,39.9329847,600242389,2301,restaurant,2016,
116.4445193,39.9305353,600242421,2301,restaurant,2016,
116.4562015,39.9313007,600243400,2301,restaurant,2016,
116.4387135,39.93752,600243946,2401,hotel,,
116.4378981,39.9356197,600244064,2301,restaurant,2016,
116.4381052,39.9385889,600244301,2301,restaurant,,
116.4402263,39.9326581,600244302,2301,restaurant,2016,
116.4475395,39.9352031,600244484,2301,restaurant,2016,
116.447221,39.9346158,600244532,2001,police,2016,
116.4416425,39.9331929,600244597,2301,restaurant,2016,
116.4478008,39.9347066,600244613,2301,restaurant,2016,
116.4482063,39.9347744,600244710,2305,bar,2016,
116.4331345,39.9310539,600244867,2401,hotel,2016,
116.4308312,39.9318334,600244892,2303,cafe,,
116.4393608,39.9352262,600265653,2101,pharmacy,2016,
116.4432658,39.9471847,600265656,2110,hospital,2016,
116.4416653,39.9315884,600298194,2202,nightclub,2016,
116.4402813,39.9315636,600298195,2202,nightclub,2016,
116.4435984,39.9352572,600667048,2601,bank,2016,
116.4518381,39.955031,600667052,2601,bank,2016,
116.8060892,40.542917,601470919,2721,attraction,2016,
116.7860477,40.4858376,601470920,2721,attraction,2016,
116.3070041,40.4100734,601470921,2721,attraction,,
116.6771715,40.5528956,601470922,2721,attraction,2016,
116.80772,40.6133141,601470924,2721,attraction,2016,
116.1427467,40.271067,601470960,2721,attraction,2016,
115.9711045,40.0183185,602063381,2721,attraction,2016,
115.779852,39.6133282,602066227,2721,attraction,2016,
116.8086684,40.6170472,602363640,2742,viewpoint,2016,
116.8557717,40.334353,602783790,2721,attraction,2016,
115.9238364,39.6890627,606993597,2721,attraction,,
116.4007166,39.9202738,610885822,2566,bicycle_rental,2016,
116.393421,39.9243714,610888143,2566,bicycle_rental,2016,
116.0158361,40.3609089,666789413,2742,viewpoint,2016,
116.389472,39.9361783,671920348,2601,bank,2016,
116.4127043,39.9145603,675650535,2401,hotel,2016,
116.412887,39.913408,675650771,2401,hotel,2016,
116.4133647,39.9146897,675651113,2303,cafe,2016,
116.4524081,39.9304296,675725144,2301,restaurant,2016,
116.3638752,39.8772534,681234764,2082,school,,
116.7804162,40.5916991,685170699,2721,attraction,2016,
116.3235796,39.992455,687983750,2721,attraction,2016,
116.3216532,39.9918838,687984435,2401,hotel,2016,
116.4842274,39.9845805,688145299,2301,restaurant,2016,
116.7951517,40.5617916,694291031,2721,attraction,2016,
116.6168277,40.4478369,694300845,2721,attraction,2016,
115.638207,39.9968015,700344791,2721,attraction,,
116.2201305,39.8498394,700356064,2721,attraction,,
116.2198086,39.851009,700356529,2722,museum,,
116.4737302,39.9747378,718385422,2301,restaurant,2016,
116.166785,39.9733366,720911232,2732,ruins,2016,
116.4464761,39.941961,724188094,2511,convenience,2016,
116.4063042,40.0524227,734837193,2302,fast_food,2016,
116.4080354,40.0593321,734837918,2303,cafe,,
116.4091105,40.0575851,734837929,2501,supermarket,2016,
116.4080568,40.0590529,734837931,2302,fast_food,,
116.4007612,40.0566058,734837976,2001,police,2016,
116.4005037,40.0599069,734838110,2082,school,,
116.3484576,39.9226929,738255054,2501,supermarket,2016,
116.3480553,39.9219483,738255055,2302,fast_food,2016,
116.0712214,40.2907781,746989847,2950,tower,2016,
116.0700725,40.2930183,746989864,2950,tower,2016,
116.0717683,40.2875658,746989940,2950,tower,2016,
116.0678829,40.2935493,746989974,2950,tower,2016,
116.0601288,40.2874294,746989979,2950,tower,2016,
116.0718235,40.2896709,746989982,2950,tower,2016,
116.2977414,39.9445449,748859842,2303,cafe,2016,
116.2982993,39.9444708,748859847,2401,hotel,2016,
116.2978702,39.9416083,748859848,2082,school,2016,
116.2976878,39.94517,748859849,2082,school,2016,
116.300308,39.9427878,748859850,2302,fast_food,2016,
116.2999623,39.9428915,748859853,2501,supermarket,2016,
116.2991576,39.9434756,748859856,2401,hotel,2016,
116.4493018,39.9616763,754501517,2301,restaurant,2016,
116.5049136,40.0233967,756356242,2511,convenience,2016,
116.5050102,40.0232652,756356773,2301,restaurant,2016,
116.306748,39.9796988,761252267,2301,restaurant,2016,
117.2758686,40.6620611,764430622,2950,tower,2016,
117.2731221,40.6626699,764430711,2950,tower,2016,
116.3178869,39.9082601,773270896,2722,museum,,
116.3131258,40.074941,774387181,2501,supermarket,2016,
115.8219356,40.5278894,779441529,2721,attraction,2016,
115.7683219,40.4647569,793946644,2742,viewpoint,2016,
115.7683219,40.4647569,793946644,2732,ruins,2016,
116.4560212,39.999452,801769051,2501,supermarket,2016,
116.325109,39.9105427,803214210,2082,school,2016,
116.4464654,39.941813,819773004,2511,convenience,2016,
116.4489827,39.9419043,819777977,2302,fast_food,2016,
116.4570217,39.9990945,819954368,2302,fast_food,2016,
116.4572637,39.9999605,819954745,2302,fast_food,2016,
116.4578595,39.9995138,819955036,2302,fast_food,2016,
116.4634462,39.9840183,819983433,2302,fast_food,2016,
116.4631136,39.9841827,819983800,2302,fast_food,2016,
116.4625557,39.9918275,819984513,2302,fast_food,2016,
116.4627166,39.9930687,819985024,2302,fast_food,2016,
116.4782841,39.9895013,819985967,2302,fast_food,2016,
116.4785476,39.9893363,819986343,2302,fast_food,2016,
116.4741701,39.9855671,819987318,2301,restaurant,2016,
116.4743967,39.9855771,819988004,2301,restaurant,2016,
116.4708065,39.97185,819994527,2305,bar,2016,
116.4486335,39.9333202,820093838,2203,cinema,2016,
116.4485765,39.9354572,820094091,2501,supermarket,2016,
116.4736243,39.9857991,820134792,2301,restaurant,2016,
116.4734083,39.9859247,820134922,2302,fast_food,2016,
116.4571424,40.0152056,820139690,2501,supermarket,2016,
116.4555915,39.9666669,820144091,2501,supermarket,2016,
116.4446707,39.931674,820225472,2301,restaurant,2016,
116.4488832,39.9426488,820841833,2601,bank,2016,
116.4489898,39.9420589,820842291,2501,supermarket,2016,
116.446471,39.943659,821490023,2301,restaurant,2016,
116.4466023,39.9442508,821494033,2301,restaurant,2016,
116.4487534,39.9813458,822458912,2301,restaurant,2016,
116.4495447,39.9812944,822458931,2301,restaurant,,
116.3164789,40.0397679,836354335,2301,restaurant,,
116.2021959,39.9449724,837165405,2251,sports_centre,,
116.3264332,40.0388985,837167083,2501,supermarket,2016,
116.3259612,40.0388821,837167084,2301,restaurant,,
116.3251672,40.038956,837167544,2501,supermarket,2016,
116.3252853,40.0387014,837167545,2302,fast_food,,
116.3266478,40.0388985,837167575,2101,pharmacy,,
116.2062193,39.9444774,837202552,2002,fire_station,,
116.5648722,40.4306306,848012580,2950,tower,2016,
116.5634139,40.4345055,848012599,2950,tower,2016,
116.566162,40.4295844,848012876,2950,tower,2016,
116.5657523,40.4300982,848013022,2901,toilet,2016,
116.5581707,40.4319913,848013196,2006,telephone,2016,
116.5640928,40.4332341,848013269,2950,tower,2016,
116.5583575,40.433608,848013305,2901,toilet,2016,
116.5656311,40.4302467,848013407,2950,tower,2016,
116.3846977,39.9409903,848057356,2901,toilet,2016,
116.3876227,39.9402431,848057370,2901,toilet,2016,
116.3860138,39.9446178,848057384,2901,toilet,2016,
116.3897143,39.9418855,848057385,2901,toilet,2016,
116.3835789,39.9414805,848057398,2901,toilet,2016,
116.3886073,39.9394293,848057403,2901,toilet,2016,
116.3870444,39.9440807,848057413,2401,hotel,2016,
116.396793,39.910363,848057423,2901,toilet,2016,
116.389271,39.9424775,848057430,2901,toilet,2016,
116.3889597,39.9361838,848057435,2901,toilet,2016,
116.3758467,39.9402701,848057439,2901,toilet,2016,
116.378746,39.9423024,848057440,2252,pitch,2016,
116.3840444,39.9444106,848057455,2901,toilet,2016,
116.3891651,39.9412275,848057459,2901,toilet,2016,
116.4053392,39.917591,848392921,2401,hotel,2016,
116.1812251,40.0026557,850431035,2724,memorial,2016,
116.4096018,39.9495334,854692925,2301,restaurant,,
116.5848481,40.045282,857614998,2401,hotel,2016,
116.4574663,39.9759844,862164614,2501,supermarket,2016,
116.3464428,39.9916765,875454417,2302,fast_food,,
116.3462174,39.992253,875461477,2501,supermarket,,
116.3398768,39.9905093,875474484,2301,restaurant,2016,
116.3352097,39.9918902,875474501,2001,police,2016,
116.1805639,39.9534078,885850062,2901,toilet,,
116.1978083,39.9931078,898625991,2001,police,2016,
116.3334159,39.9921365,910429280,2203,cinema,2016,
116.0645148,40.2925877,918570341,2950,tower,2016,
116.0646823,40.2927386,918570347,2950,tower,2016,
116.5697262,39.9076095,920057919,2304,pub,2016,
116.4066297,39.9178421,924048102,2082,school,2016,
116.4123374,39.9172496,924050593,2082,school,2016,
116.4223904,39.9249595,924056027,2082,school,2016,
116.4085609,39.9362882,924057613,2082,school,2016,
116.3225083,40.0104819,930076067,2301,restaurant,,
116.319944,40.0096558,930076069,2301,restaurant,,
116.3208797,40.0092448,930079186,2602,atm,2016,
116.3233134,40.0105527,931669704,2542,bicycle_shop,2016,
116.3239169,40.0101685,931669706,2542,bicycle_shop,2016,
116.3228439,40.0096858,931669710,2602,atm,2016,
116.3234097,40.0097331,931669719,2568,laundry,,
116.3241763,40.0105449,931669947,2511,convenience,2016,
116.323512,40.0101479,931672670,2561,hairdresser,,
116.3236056,40.010561,931672671,2568,laundry,,
116.3225225,40.0096651,931686786,2503,kiosk,2016,
116.3209667,40.0092769,931686793,2602,atm,2016,
116.3206608,40.0096382,931686797,2005,post_office,2016,
116.3200203,40.0090815,931686800,2542,bicycle_shop,2016,
116.323912,40.0101151,931686815,2005,post_office,2016,
116.3218763,40.0104334,931686818,2602,atm,2016,
116.3220746,40.0100902,931686820,2542,bicycle_shop,2016,
116.3220718,40.010033,931686823,2602,atm,2016,
116.322445,40.0096322,931686827,2602,atm,2016,
116.3220127,40.0089195,931695609,2005,post_office,2016,
116.3217204,40.0088004,931695612,2901,toilet,2016,
116.3218706,40.0083443,931697312,2601,bank,2016,
